id,movies_name,year,timing_min,rating_10,votes,genre,language
tt11573410,Guns of Banaras,2020,,6.8,40.0,action,hindi
tt2632768,The Hermit's Tea Party,2012,,6.27478459199189,42.0,"documentary, short, biography",nepali
tt3187718,Raghav,2014,,7.1,30.0,drama,nepali
tt2156785,Gattu,2011,,7.3,397.0,drama,hindi
tt1200068,Mee Sreyobhilashi,2007,,7.6,98.0,drama,telugu
tt0318961,Aappirikaavil Appu,1986,,6.27478459199189,42.0,drama,tamil
tt13255464,Vasanthi,1988,,6.27478459199189,42.0,comedy,tamil
tt1764230,Chandni Bani Chudail,2001,,6.27478459199189,42.0,"drama, horror",hindi
tt0279156,Jeevikkan Marannu Poya Sthree,1974,,6.27478459199189,42.0,drama,malayalam
tt9842872,Sher Singh,2019,,6.27478459199189,42.0,action,bhojpuri
tt0343344,Aambal Poovu,1981,,6.27478459199189,42.0,drama,malayalam
tt0373059,Kashmir,1951,,6.27478459199189,42.0,drama,hindi
tt5301618,Teen Bata Teen,,,8.8,18.0,comedy,urdu
tt2256706,Jane Bond 008: Operation Karachi,1971,,7.8,6.0,action,oriya
tt0114337,Sarhad: The Border of Crime,1995,,3.5,11.0,"action, crime, drama",hindi
tt0156313,Baghdad Ki Raatein,1967,,6.27478459199189,42.0,"adventure, fantasy, history",hindi
tt0318650,Saivar Thirumeni,2001,,3.8,23.0,"action, drama",malayalam
tt0232484,Puberun,1960,,6.27478459199189,42.0,drama,assamese
tt0155865,Maya,,,6.27478459199189,42.0,"drama, romance",bengali
tt0353933,Rajadhani,1994,,6.27478459199189,42.0,drama,malayalam
tt3087708,Padosi,1971,,6.27478459199189,42.0,romance,hindi
tt0232016,Maa Beti,1986,,5.1,19.0,drama,hindi
tt0275366,Gayathridevi Ente Amma,1985,,6.27478459199189,42.0,drama,malayalam
tt1579807,Masth,2009,,1.7,12.0,comedy,telugu
tt9248688,Saahasi Makkalu,2018,,6.27478459199189,42.0,drama,kannada
tt7508630,Kee,2019,,5.2,661.0,"action, thriller",telugu
tt0390653,Zimbo,1958,,4.8,8.0,"adventure, drama, thriller",hindi
tt4897266,Krishnavatar Baba Ramdev Pir,2002,,6.27478459199189,42.0,drama,hindi
tt4649592,Sai Teri Maya,2001,,6.27478459199189,42.0,drama,hindi
tt1623702,Salgirah,1969,,7.8,6.0,drama,oriya
tt0397905,Aurat Ki Zindagi,1937,,6.27478459199189,42.0,drama,hindi
tt4114758,Yoddha: The Warrior,2014,,6.9,54.0,drama,punjabi
tt0251634,Chettu Kinda Pleader,1989,,7.1,122.0,"comedy, crime, thriller",telugu
tt3455660,Megher Meye,2013,,6.27478459199189,42.0,"drama, family, romance",bengali
tt8192874,Tick Tock,,,5.6,10.0,adventure,urdu
tt1810690,Magic Lamp,2008,,2.5,41.0,"comedy, drama",malayalam
tt0279181,Kouthuka Varthakal,1990,,5.8,63.0,"comedy, drama",malayalam
tt14189000,Artha,2003,,6.27478459199189,42.0,drama,kannada
tt0213551,Chhota Bhai,1966,,6.7,15.0,"comedy, drama",hindi
tt13151528,Once More Kaurava,2017,,6.27478459199189,42.0,drama,kannada
tt6513106,Teen Yake Teen Chake,1991,,6.27478459199189,42.0,action,urdu
tt10443576,Lagao,,,6.27478459199189,42.0,drama,urdu
tt3114346,Ainthu Ainthu Ainthu,2013,,5.7,338.0,action,tamil
tt5926732,Wife Hai Toh Life Hai,2004,,6.27478459199189,42.0,"comedy, family, romance",hindi
tt2511534,Kamli,2006,,8.3,7.0,drama,telugu
tt7284340,Eedu Jodu,1963,,6.27478459199189,42.0,drama,telugu
tt3737144,Imagineer,,,6.27478459199189,42.0,music,urdu
tt6914510,Super Express,1991,,6.27478459199189,42.0,drama,telugu
tt7822758,Kaadan,2021,,7.0,2196.0,"action, drama, fantasy",hindi
tt14260950,Munda Rang Rangela,2001,,6.27478459199189,42.0,drama,urdu
tt0479717,Miya Biwi Aur Saali,1996,,7.1,18.0,comedy,hindi
tt1583370,Subham,2008,,6.27478459199189,42.0,drama,telugu
tt0156361,Bhootnath,1963,,6.5,60.0,adventure,hindi
tt12318790,Kismat 2,2016,,6.27478459199189,42.0,drama,nepali
tt6748210,Dreams Choked,2017,,6.27478459199189,42.0,"documentary, short",urdu
tt5445846,Satya Mithya,1989,,6.27478459199189,42.0,"drama, family",bengali
tt8585764,Aapne to Dhirubhai(Gujarati),2014,,6.27478459199189,42.0,comedy,gujarati
tt9788782,Turbulent,2018,,6.27478459199189,42.0,"short, drama, fantasy",malayalam
tt13906516,Vinayaka Geleyara Balaga,2011,,6.27478459199189,42.0,drama,kannada
tt0246216,Sati Ansuya,1957,,6.27478459199189,42.0,drama,telugu
tt5311546,Natsamrat,2016,,9.0,5487.0,"drama, family",marathi
tt3916626,Biwi Aur Sali,2002,,6.27478459199189,42.0,thriller,hindi
tt0485243,Jodi,1999,,6.1,178.0,romance,tamil
tt1620521,Lala Rukh,1968,,6.27478459199189,42.0,drama,urdu
tt8358800,Shehanshah,1988,,6.27478459199189,42.0,musical,urdu
tt0250452,Joru Ka Ghulam,2000,,5.1,1018.0,"comedy, drama, romance",hindi
tt0417106,Samba,2004,,4.9,552.0,action,telugu
tt10619690,Dry Leaves,2020,,6.27478459199189,42.0,"short, drama",urdu
tt7061658,Tilasmi Duniya,1946,,6.27478459199189,42.0,action,hindi
tt0251283,Musafir,1986,,6.2,13.0,drama,hindi
tt1763227,Haidar Khan,1969,,6.27478459199189,42.0,drama,punjabi
tt0155918,Nizhalgal,1980,,7.4,97.0,"adventure, drama",tamil
tt3863552,Bajrangi Bhaijaan,2015,,8.0,73410.0,"action, adventure, comedy",oriya
tt0267778,Nakshathrangale Kaaval,1978,,6.27478459199189,42.0,drama,malayalam
tt3479274,Rajkumari,1979,,6.27478459199189,42.0,fantasy,hindi
tt11569498,2 Days,2020,,6.27478459199189,42.0,drama,malayalam
tt0214863,Kolangal,1981,,7.8,29.0,"comedy, drama",malayalam
tt0070809,A River Called Titas,1973,,7.5,1037.0,drama,bengali
tt4614048,Ver Na Valamna,1983,,6.27478459199189,42.0,romance,gujarati
tt0356602,Farishta,1984,,6.27478459199189,42.0,drama,hindi
tt14071782,Dhagala Lagli Kal,1984,,6.27478459199189,42.0,comedy,marathi
tt7087942,Yaanum Theeyavan,2017,,6.0,62.0,"action, crime",tamil
tt4201922,My Dear Nancy,2000,,6.27478459199189,42.0,thriller,tamil
tt12320706,Paarijatham,,,6.27478459199189,42.0,drama,malayalam
tt0452270,Jism Ka Rishta,1989,,3.1,10.0,drama,hindi
tt0045529,Baaz,1953,,7.0,86.0,"action, adventure, musical",hindi
tt11428522,Uttar Meleni,1982,,6.27478459199189,42.0,drama,bengali
tt2546256,Gupt Raj,1947,,6.27478459199189,42.0,drama,hindi
tt0258296,Vivahitha,1970,,6.27478459199189,42.0,drama,malayalam
tt1259985, Traffik,1989,,7.6,30.0,"crime, drama",oriya
tt0263192,Chandraharam,1953,,6.27478459199189,42.0,drama,tamil
tt8533260,Aag ego Andhi,2013,,6.27478459199189,42.0,action,bhojpuri
tt1435458,Annan Oru Koyil,1977,,8.2,34.0,drama,tamil
tt11322920,Ayyappanum Koshiyum,2020,,7.9,4475.0,"action, drama, thriller",malayalam
tt0395582,Honeymoon,1992,,5.7,50.0,"comedy, drama",hindi
tt0249104,Raksharekha,1949,,6.27478459199189,42.0,"drama, romance",telugu
tt0397474,Ishara,1969,,8.8,5.0,musical,urdu
tt0318269,Abhinivesham,1977,,6.27478459199189,42.0,drama,malayalam
tt3322636,Karpoora Deepam,1985,,6.27478459199189,42.0,family,tamil
tt2519208,Daku Bhairav Singh,2001,,6.27478459199189,42.0,action,hindi
tt0236151,Devdasi,1945,,6.27478459199189,42.0,drama,hindi
tt7526836,FryDay,2018,,5.2,769.0,"comedy, drama",hindi
tt0264724,Jai Ranchhod,1975,,6.27478459199189,42.0,drama,gujarati
tt0798788,Kyun Tumse Itna Pyar Hai,2005,,7.3,32.0,action,urdu
tt3885736,Munnariyippu,2014,,7.9,3733.0,"drama, thriller",malayalam
tt10840310,Manasinata,2019,,6.27478459199189,42.0,drama,kannada
tt13039826,Mom and Son,,,6.27478459199189,42.0,comedy,malayalam
tt3565354,Karar: The Deal,2014,,4.1,63.0,thriller,hindi
tt0371746,Iron Man,2008,,7.9,954861.0,"action, adventure, sci-fi",oriya
tt0275585,Parajay,1939,,6.27478459199189,42.0,drama,bengali
tt8983174,Harjot,2018,,6.27478459199189,42.0,drama,punjabi
tt1334457,Indrajith,2007,,4.7,6.0,action,malayalam
tt4954486,Qayamat Hi Qayamat,2012,,6.27478459199189,42.0,"action, drama",hindi
tt10833814,Apna To Style Yehi Hai,,,6.27478459199189,42.0,"comedy, drama",urdu
tt2898726,Doosri Biwi,1991,,6.27478459199189,42.0,thriller,hindi
tt2706214,Maalik Tere Bande Hum,1972,,6.27478459199189,42.0,drama,hindi
tt0262725,Rangoon Rowdy,1979,,8.4,36.0,drama,telugu
tt0176313,Vallah Kya Baat Hai,1962,,7.0,35.0,"action, crime, drama",bhojpuri
tt0364381,Grah Laxmi,1949,,6.27478459199189,42.0,drama,hindi
tt0364455,Karmegam,2002,,5.7,28.0,drama,tamil
tt0374253,Suhag Sindoor,1953,,6.27478459199189,42.0,drama,hindi
tt4669328,The Threshold,2015,,7.3,54.0,drama,hindi
tt1704137,Ashta Chamma,2008,,7.3,834.0,comedy,telugu
tt4801220,Patthar Ke Log,1984,,6.27478459199189,42.0,romance,hindi
tt13648804,Sadiya,,,6.27478459199189,42.0,"short, romance",assamese
tt14234372,Zanzavat,2001,,6.27478459199189,42.0,drama,marathi
tt0213502,Bhakta Prahlad,1946,,6.27478459199189,42.0,fantasy,hindi
tt12045028,Nympho: The Lust Story,2020,,5.5,28.0,"drama, romance, thriller",hindi
tt1774306,Bohlol Dana - A Sage of Baghdad,2010,,9.6,5.0,history,hindi
tt13953632,Chill Day with Butterfly,2020,,6.27478459199189,42.0,"short, adventure, family",urdu
tt0238980,Fankdo Fituri,,,6.27478459199189,42.0,drama,gujarati
tt2420200,Saidan Jogan,1979,,6.27478459199189,42.0,drama,punjabi
tt1606805,Pholay Khan,1957,,6.27478459199189,42.0,action,punjabi
tt10022684,Anuttara,2018,,8.5,8.0,drama,kannada
tt7263796,Ishq Ke Rang,2017,,6.27478459199189,42.0,horror,hindi
tt0157400,Birod,1986,,6.27478459199189,42.0,drama,bengali
tt2953584,Kokh,1994,,6.27478459199189,42.0,drama,hindi
tt0422320,Ghilli,2004,,7.7,9073.0,"action, drama, romance",tamil
tt1390841,Jackpot,,,5.4,115.0,drama,bengali
tt3655924,Chakkaramampazham,2014,,6.27478459199189,42.0,drama,malayalam
tt10157574,Galatta Ganapathy,2003,,6.27478459199189,42.0,comedy,tamil
tt1606183,Boss Engira Baskaran,2010,,7.2,2160.0,comedy,tamil
tt13469300,Manikkam,1996,,6.27478459199189,42.0,drama,tamil
tt3269138,Vanakkam Vadhiyare,1991,,6.27478459199189,42.0,drama,tamil
tt14412818,Theevinai Achcham,2020,,6.27478459199189,42.0,thriller,tamil
tt5173104,We Corner People,2007,,6.27478459199189,42.0,documentary,nepali
tt0355568,Indian Military Intelligence,1995,,6.2,11.0,"action, crime, thriller",malayalam
tt3040964,The Jungle Book,2016,,7.4,261319.0,"adventure, drama, family",assamese
tt1389531,Naaku Swatantram Vachindi,1975,,6.27478459199189,42.0,drama,telugu
tt11423274, Alif Laila,,,6.27478459199189,42.0,"adventure, fantasy",urdu
tt3224288,Beyond the Clouds,2017,,7.0,2081.0,"drama, family",hindi
tt9319890,Bhai - Vyakti Ki Valli,2019,,8.2,420.0,drama,marathi
tt7521160,Gipsy Sunset,2016,,6.27478459199189,42.0,"drama, thriller",punjabi
tt0214781,Hulare,1957,,6.27478459199189,42.0,drama,punjabi
tt0076254,Kanchana Sita,1977,,7.5,77.0,drama,malayalam
tt5000220,Mike: The Journey,2015,,6.27478459199189,42.0,adventure,hindi
tt7160938,Team 5,2017,,4.2,70.0,"adventure, sport",malayalam
tt14254702,Vaybhav,1963,,6.27478459199189,42.0,drama,marathi
tt0156698,Kaya Palat,1983,,6.7,13.0,"comedy, fantasy",hindi
tt10592004,Golmaal Radhakrishna,1990,,7.6,7.0,comedy,kannada
tt0472062,Charlie Wilson's War,2007,,7.0,111934.0,"biography, comedy, drama",oriya
tt0177502,Aaj Ki Taaza Khabar,1973,,7.3,87.0,comedy,hindi
tt2722844,Laash,1998,,2.6,5.0,horror,hindi
tt2032505,Naan Avanillai,2007,,5.6,142.0,"crime, drama, thriller",tamil
tt0414713,Amu,2005,,7.3,845.0,drama,bengali
tt0187334,Naan Adimai Illai,1986,,6.0,88.0,action,tamil
tt0255306,Kilukkam,1991,,8.6,3443.0,comedy,malayalam
tt8857038,Thasildari gari ammayi,1971,,6.27478459199189,42.0,drama,telugu
tt0056367,Prem Patra,1962,,7.5,66.0,"drama, romance",hindi
tt0230465,Log Kya Kahenge,1982,,7.1,12.0,family,hindi
tt8071204,Lover,,,5.3,109.0,romance,telugu
tt4471622,Mitwaa,2015,,6.4,153.0,"musical, romance",marathi
tt0165966,Sunayana,1979,,5.9,38.0,"comedy, drama, romance",hindi
tt14087492,Oollalla Oollalla,2020,,6.27478459199189,42.0,horror,telugu
tt0233913,Idaya Veenai,1972,,6.1,8.0,drama,tamil
tt0398137,Josh-E-Inteqam,1935,,6.27478459199189,42.0,drama,hindi
tt0271784,Shyama,1986,,6.8,40.0,"drama, romance",malayalam
tt0055406,Sanjog,1961,,5.9,17.0,"comedy, drama, romance",hindi
tt2962230,Kaagaz Ke Fools,2015,,3.9,136.0,comedy,hindi
tt0257399,Angathattu,1973,,6.27478459199189,42.0,drama,malayalam
tt0287099,Vishwavidhaata,1997,,5.1,36.0,action,hindi
tt0314244,Jwalanam,2001,,6.27478459199189,42.0,drama,malayalam
tt5258390,Ricky,2016,,7.9,783.0,"romance, thriller",kannada
tt1533748,Orange,2010,,6.6,3024.0,"comedy, drama, romance",telugu
tt5082880,Yea Kore Biye,1972,,6.8,5.0,"comedy, family, romance",bengali
tt2617838,Ek Tha Dil Ek Thi Dhadkhan,1998,,6.27478459199189,42.0,romance,hindi
tt0261348,Tenali Ramakrishna,,,6.8,9.0,"comedy, drama, history",kannada
tt2396621,Pattalam,2009,,5.2,22.0,drama,tamil
tt0285958,Pyaar Ishq Aur Mohabbat,2001,,4.1,585.0,"drama, musical, romance",hindi
tt11581692,Oru Njayarazhcha,2019,,5.2,18.0,drama,malayalam
tt0250648,Pasant Aahe Mulgi,1956,,6.27478459199189,42.0,drama,marathi
tt4928536, Madam Secretary,,,7.6,288.0,drama,urdu
tt0264479,Chintamani,1931,,6.27478459199189,42.0,drama,hindi
tt14320706,Janapada,2007,,6.27478459199189,42.0,drama,kannada
tt5356354,Notun Bou,1983,,6.27478459199189,42.0,"drama, family, romance",bengali
tt0061206,Yeh Raat Phir Na Aaygi,1966,,6.7,60.0,"drama, mystery, romance",oriya
tt1435469,Bharatha Vilas,1973,,6.3,45.0,drama,tamil
tt2282670,Outsider,2012,,4.2,33.0,drama,malayalam
tt0357809,Janta Hawaldar,1979,,6.4,43.0,"comedy, crime, drama",hindi
tt2771356,Sachche Moti,1962,,6.27478459199189,42.0,drama,hindi
tt7462164,Ghya Chang Fou,2017,,8.3,18.0,"comedy, drama, fantasy",bengali
tt0314670,Shukradasha,1977,,6.27478459199189,42.0,drama,malayalam
tt2274394,Rupban Kanya,1992,,7.8,5.0,drama,bengali
tt0262207,Abhimanyudu,1984,,6.27478459199189,42.0,drama,telugu
tt8715206,Aagaya Thamaraigal,1985,,6.27478459199189,42.0,drama,tamil
tt1045647,Rahgeer,1943,,6.27478459199189,42.0,"comedy, musical",hindi
tt12981428,Kaifiyat,,,6.27478459199189,42.0,"drama, action",nepali
tt8479710,Jadu Mahal,1988,,6.27478459199189,42.0,"drama, fantasy",bengali
tt0233937,Indrani,1958,,7.3,56.0,drama,bengali
tt0133185,Roop Lekha,1949,,6.27478459199189,42.0,"comedy, musical",hindi
tt4378694,Nirbaak,2015,,6.4,764.0,"fantasy, music, romance",bengali
tt0258063,Puthanveedu,1971,,6.27478459199189,42.0,drama,malayalam
tt0320714,Vazha Vazharka,1987,,6.27478459199189,42.0,drama,tamil
tt0155191,Sollathan Ninaikiren,1973,,7.4,42.0,drama,tamil
tt6755210,Floating in the Sky,2015,,6.27478459199189,42.0,short,urdu
tt8976940,Dhappa,2019,,7.6,18.0,drama,marathi
tt0333537,Hai Sundary,1995,,6.27478459199189,42.0,drama,malayalam
tt14266770,Pehli Nazar,1977,,6.27478459199189,42.0,drama,urdu
tt0099916,Kali Ganga,1990,,4.2,13.0,action,hindi
tt2780574,Naujawan,1967,,6.27478459199189,42.0,action,hindi
tt8448566,Purushotthama,1992,,6.27478459199189,42.0,"drama, romance",kannada
tt0237883,Valayam,1992,,6.0,20.0,drama,malayalam
tt7851522,Majhya Baikocha Priyakar,2018,,6.27478459199189,42.0,comedy,marathi
tt5241958,Satyamev Jayate,2012,,6.27478459199189,42.0,action,bhojpuri
tt0280551,Chintamani,1933,,6.27478459199189,42.0,drama,telugu
tt0157352,Banwasi,1948,,6.27478459199189,42.0,drama,hindi
tt6115284,Lakeeran,2016,,5.9,27.0,drama,punjabi
tt10157062,Chinna Jamin,1993,,6.27478459199189,42.0,romance,tamil
tt2229996,Aanandham,2001,,7.1,181.0,drama,tamil
tt11675352,Cochin Shadhi at Chennai 03,2020,,3.0,5.0,"action, crime, thriller",tamil
tt0320778,Yatheem,1977,,6.27478459199189,42.0,drama,malayalam
tt0231305,Bus Conductor,1959,,6.27478459199189,42.0,drama,hindi
tt3429790,Johny Mera Yaar,1973,,6.27478459199189,42.0,action,hindi
tt0158913,Sangdil Samaj,1936,,6.27478459199189,42.0,drama,hindi
tt0268165,Bade Sarkar,1957,,6.27478459199189,42.0,drama,hindi
tt11948242, Bigg Boss,,,3.5,6.0,"game-show, reality-tv",malayalam
tt13540248,Ghe Barari,1999,,6.27478459199189,42.0,family,marathi
tt1992138,Force,2011,,6.4,7167.0,"action, crime, drama",hindi
tt7154622,Sesh Ashray,1999,,6.27478459199189,42.0,drama,bengali
tt1427079,Manithiral Manikam,1973,,6.27478459199189,42.0,drama,tamil
tt0093182,Hero Hiralal,1988,,6.2,262.0,"action, comedy, drama",hindi
tt7561860,Kannadakkagi Ondannu Otti,2018,,6.8,102.0,thriller,kannada
tt13478954,Kadhalagi,2010,,6.27478459199189,42.0,drama,tamil
tt0395687,Oh Bewafa,1980,,3.4,25.0,"drama, romance",hindi
tt10133676,Raja Mariyathai,,,6.27478459199189,42.0,drama,hindi
tt9337032,Maaya,2018,,7.7,30.0,thriller,telugu
tt13311506,Thakracha Tukya,2015,,6.27478459199189,42.0,drama,marathi
tt1489155,Chandralekha,1998,,6.6,198.0,"comedy, romance",telugu
tt0339994,Baazigar,1972,,7.5,6.0,"adventure, comedy, crime",hindi
tt14020234,Aashirvada,2013,,6.27478459199189,42.0,drama,kannada
tt3259190,Debt,,,6.27478459199189,42.0,"short, drama",malayalam
tt5888314,Bou Shashurir Juddho,2003,,5.9,11.0,"drama, family, romance",bengali
tt7880740,Amar bandhan,1986,,6.27478459199189,42.0,drama,bengali
tt13570406,Kattuviriyan,2008,,6.27478459199189,42.0,drama,tamil
tt0333084,Anthi Veyilile Ponnu,1982,,6.27478459199189,42.0,drama,tamil
tt3681424,Piya Ka Ghar,1997,,6.27478459199189,42.0,drama,hindi
tt6848932,An Epilogue of a Death,2017,,6.27478459199189,42.0,drama,bengali
tt6268334,Mukhosh Manush,2016,,4.5,17.0,crime,bengali
tt1296444,Tees Maar Khan,1963,,5.8,16.0,drama,punjabi
tt5698088,Paambhu Sattai,2017,,6.2,135.0,action,tamil
tt1579900,Vichitram,1999,,5.3,6.0,comedy,telugu
tt0378171,Kalakar,1942,,6.27478459199189,42.0,drama,hindi
tt3455804,Tarzan and Delilah,1964,,6.27478459199189,42.0,action,hindi
tt0207341,Biwi No. 1,1999,,5.6,4771.0,"comedy, drama, romance",hindi
tt3455080,Ninu Choodaka Nenundalenu,2002,,5.9,7.0,romance,telugu
tt3524536,Akela the Alone,2014,,5.5,10.0,thriller,hindi
tt8339352,Bouma,1989,,6.27478459199189,42.0,"drama, family",bengali
tt4443924,Happy Journey,,,6.9,208.0,drama,marathi
tt13630102,Manage Master,,,6.27478459199189,42.0,"short, comedy",assamese
tt14216948,Qulli,1986,,6.27478459199189,42.0,drama,punjabi
tt7822758,Kaadan,2021,,7.0,2196.0,"action, drama, fantasy",tamil
tt0366874,Parasuram,2003,,4.4,44.0,"action, drama",tamil
tt3409040,Rajaon Ka Raja,1983,,6.27478459199189,42.0,action,hindi
tt3677222,Pyar Karenge Pal Pal,1996,,6.27478459199189,42.0,romance,hindi
tt0246203,Rowdy Alludu,1991,,6.8,167.0,"action, comedy",telugu
tt5242030,Hamaar Devdas,2011,,6.27478459199189,42.0,romance,bhojpuri
tt3495000,Mardaani,2014,,7.3,11771.0,"action, crime, drama",hindi
tt0390365,Persons of Interest,2004,,7.5,71.0,documentary,oriya
tt0250339,Dil Tera Diwana,1962,,7.0,93.0,"comedy, romance",hindi
tt0358921,Agamikal,1983,,6.27478459199189,42.0,drama,bengali
tt13563332,Pudhu Piravi,1993,,6.27478459199189,42.0,drama,tamil
tt1728239,Double Dhamaal,2011,,3.8,3588.0,"comedy, crime, drama",hindi
tt12358182,Kati Mitha,,,6.27478459199189,42.0,"short, music",nepali
tt0246422,America Alludu,1985,,6.3,11.0,drama,telugu
tt0155520,Bahadur Kisan,1938,,6.27478459199189,42.0,drama,hindi
tt0246916,Sasural,1961,,6.4,35.0,"action, comedy, drama",hindi
tt1606303,Nimisham,2004,,6.27478459199189,42.0,drama,telugu
tt11859774,Shambo Mahadev,2020,,6.27478459199189,42.0,drama,kannada
tt4306116,3 Bahadur,2015,,7.4,545.0,"animation, action, adventure",urdu
tt9691324,Sab Kushal Mangal,2020,,4.4,204.0,romance,hindi
tt3503372,Bargad Dada,1987,,6.27478459199189,42.0,drama,hindi
tt1542902,Jabanbondi,1983,,6.27478459199189,42.0,drama,bengali
tt5012370,Half Widow,2017,,8.4,109.0,drama,urdu
tt12715482,Bordoisila,1989,,6.27478459199189,42.0,drama,assamese
tt14412608,Sant Gyaneshwar,2000,,6.27478459199189,42.0,drama,marathi
tt0330505,Kal Aaj Aur Kal,1971,,6.9,305.0,"family, musical, romance",hindi
tt4333674,Hunterrr,2015,,7.0,5700.0,"comedy, romance",hindi
tt0214847,Khuje Berai,1971,,7.6,5.0,drama,bengali
tt1620488,Izzat,1960,,6.27478459199189,42.0,drama,urdu
tt0364048,Tamacha,1988,,4.0,50.0,"action, romance",hindi
tt8835918,Seenugadu,2012,,6.27478459199189,42.0,drama,telugu
tt0381864,Ahista Ahista,1981,,7.0,44.0,"musical, romance",hindi
tt2677816,Settai,2013,,4.4,454.0,"action, comedy, crime",tamil
tt7899698,Khaani,,,8.0,641.0,romance,oriya
tt8698634,Chadastapu mogudu,1986,,6.27478459199189,42.0,drama,telugu
tt3269080,Manasu Rendum Pudhusu,1994,,6.27478459199189,42.0,drama,tamil
tt13683022,Ek Gaganbhedi Kinkkali,1992,,6.27478459199189,42.0,thriller,marathi
tt0154816,Mahapith Tarapith,1989,,6.27478459199189,42.0,drama,bengali
tt14416874,Thiricharvu,2020,,6.27478459199189,42.0,"short, family",malayalam
tt12871234, Churails,,,8.1,45.0,"drama, mystery, thriller",oriya
tt0372549,Taj Mahal,1941,,6.27478459199189,42.0,drama,hindi
tt14273340,Lahoriya,1997,,6.27478459199189,42.0,drama,punjabi
tt2055577,Acharya,2011,,8.6,60.0,"biography, drama, music",nepali
tt3269184,Nyaayangal Jeyikattum,1990,,6.27478459199189,42.0,drama,tamil
tt0242638,Mahanisha,1936,,6.27478459199189,42.0,drama,bengali
tt9557672,Porakhel,2019,,6.27478459199189,42.0,drama,marathi
tt13151074,Haalu Thuppa,2017,,6.27478459199189,42.0,drama,kannada
tt2652964,Tee Ratra,2010,,4.0,8.0,drama,marathi
tt0231847,Kuchhe Dhaage,1973,,7.2,46.0,"action, drama",hindi
tt8682244,Chakkar,2018,,6.27478459199189,42.0,crime,nepali
tt13599570,God on the Balcony,2020,,6.27478459199189,42.0,drama,assamese
tt13231886,Naada Rakshaka,2016,,6.27478459199189,42.0,drama,kannada
tt0319622,Kaakki Sattai,1985,,7.0,257.0,"action, comedy, drama",tamil
tt0177503,Aaja Meri Jaan,1993,,4.6,28.0,romance,hindi
tt0134580,Chokh,1983,,7.4,34.0,drama,bengali
tt3127648,F=ma,,,8.1,16.0,short,malayalam
tt0098999,Agneepath,1990,,7.7,8394.0,"action, crime, drama",hindi
tt11443114, Coke Studio,,,6.27478459199189,42.0,music,urdu
tt0231519,Ek Din Ka Badshah,1964,,6.27478459199189,42.0,"action, adventure, drama",hindi
tt13711136,Stylish Memsaheb,2017,,6.27478459199189,42.0,romance,hindi
tt9889952,Ishtangaa,2018,,7.1,17.0,"comedy, drama, romance",telugu
tt0214317,Zamana Badal Gaya,1961,,6.27478459199189,42.0,drama,hindi
tt8495130,Bhaubeej,1955,,6.27478459199189,42.0,drama,marathi
tt9460546,Anuraag,2016,,6.27478459199189,42.0,drama,marathi
tt4614082,Intelligent Idiots,2015,,5.1,15.0,crime,telugu
tt5644634,Teri Meri Love-Story,2016,,6.8,66.0,drama,urdu
tt0275503,Mathrubhhomikku Vendi,1985,,6.27478459199189,42.0,drama,malayalam
tt3019716,Care of Footpath,2006,,7.5,22.0,drama,kannada
tt14267458,Love Connection,2010,,6.27478459199189,42.0,drama,bengali
tt0231283,Bombay Race Course,1965,,6.27478459199189,42.0,"crime, drama",hindi
tt0364443,Jaya,2003,,6.27478459199189,42.0,drama,tamil
tt0431148,Insaniyat,1988,,6.27478459199189,42.0,drama,hindi
tt1334015,Lallu Ram,1985,,7.8,5.0,"action, comedy, drama",hindi
tt0358210,Thilakam,2002,,5.1,12.0,drama,malayalam
tt2323964,Mere Dad Ki Maruti,2013,,6.4,4510.0,"comedy, drama, romance",hindi
tt1499632,Bhabo,1989,,6.27478459199189,42.0,drama,punjabi
tt8289312,Nazr e bad,2017,,8.4,7.0,mystery,urdu
tt5254474,The Uniform,,,7.2,18.0,drama,marathi
tt0352183,Asura Samhaaram,1988,,6.27478459199189,42.0,drama,malayalam
tt3142688,Finding Fanny,2014,,5.7,6177.0,"adventure, comedy, drama",kashmiri
tt0252276,Bhakta Kuchela,1961,,6.27478459199189,42.0,drama,malayalam
tt4112390,Akashangalil,2015,,6.27478459199189,42.0,drama,telugu
tt0961077,Rachna,1983,,4.8,12.0,family,hindi
tt0325966,Pennorumbettaal,1979,,6.27478459199189,42.0,drama,malayalam
tt11441458,Kadaseela Biriyani,2020,,6.27478459199189,42.0,"comedy, crime, drama",tamil
tt12663848,Kumbidi,2020,,6.27478459199189,42.0,"short, comedy, sci-fi",malayalam
tt0459293,"Gandhi, My Father",2007,,7.3,1589.0,"biography, drama, history",hindi
tt1244614,Prema Panjaram,1991,,1.0,109.0,"drama, family",telugu
tt0257940,Muddula Priyudu,1994,,5.6,48.0,drama,telugu
tt1584057,Kashtipathar,1964,,6.27478459199189,42.0,drama,bengali
tt1688200,Saadhyam,2010,,4.1,19.0,drama,telugu
tt0101432,Benaam Badsha,1991,,5.0,247.0,"action, crime, drama",hindi
tt5789652,71 Er Ma Jononi,2014,,6.27478459199189,42.0,"drama, war",bengali
tt0254982,Bala Nagamma,1942,,6.8,14.0,"action, drama, musical",telugu
tt0398154,Kis Liye,1938,,6.27478459199189,42.0,drama,hindi
tt12097914,Dushtaroopi,2018,,6.27478459199189,42.0,"short, horror, mystery",malayalam
